Invoice Date,Invoicing month,Quarter,PO Number- Sales,Retailer Name,Supplier Onboarding Date,Supplier Onboarding Quarter,Commodity Name,Category Mix,Loading State,Customer Name,Customer Type,Buyer Onboarding Date,Buyer Onboarding Quarter,Unloading State,Geography Mix,Qty. Bought,Qty Price,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Qty Sold,Selling Price,Invoice Value,Credit note qty,Credit note value,Gross invoice,Cash discount,Bardana,Quality,Net Invoice Value,Difference,Rejections (Yes/No),Quantity Sold,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Total inventory,COGS for GM,GM,CM-I,CM-II,cm2 %,GM +ve Transactions,CM-I +ve Transactions,CM-II +ve Transactions,
44539,Dec-21,"Q3, FY 22",PO#900,RAHUL TRADING COMPANY,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 124.70 ,2070,258129,0,0,258129,0,2823,0,255306,0,,124.7,237282.45,234909.6255,2372.8245,7444,4962,4370,0,0,254058.45, -   ," 2,34,910 ",23219.3745,3620.3745,1247.55, 0.5% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#1017,MUKESH TRADERS PRO MUKESH KUMAR SAHU,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 248.10 ,2070,513567,0,0,513567,0,14335,0,499232,0,,248.1,464500.48,459855.4752,4645.0048,14886,9924,7440,0,0,496750.48, -   ," 4,59,855 ",53711.5248,7126.5248,2481.52, 0.5% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#858,NEW KRISHI KENDRA,Aug-21,"Q2, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 248.70 ,1655,411598.5,0,0,411598.5,8231.97,7461,0,395905.53,-2.2,,250.9,316134,312972.66,3161.34,15054,10036,68743,0,0,409967, -   ," 3,12,973 ",98625.84,-2668.16,-14061.47, (3.4%),1,0,0,
44541,Dec-21,"Q3, FY 22",PO#865,AKASH TREDING COMPANY,Oct-21,"Q3, FY 22",Wheat,Wheat,Bihar,BENGANI ROLLER FLOUR MILLS (P) LTD.,Processors,Oct-21,"Q3, FY 22",West Bengal,West Bengal,,,,,,,,,,,, 314.60 ,2240,704704,0,0,704704,7047.04,0,126,697530.96,1,,313.6,580160,574358.4,5801.6,18816,12544,79492,0,0,691012, -   ," 5,74,358 ",130345.6,19493.6,6518.96, 0.9% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#898,MUKESH TRADERS PRO MUKESH KUMAR SAHU,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 257.50 ,2070,533025,0,0,533025,0,6777,0,526248,0,,257.5,478776.92,473989.1508,4787.7692,15372,10248,19275,0,0,523671.92, -   ," 4,73,989 ",59035.8492,7363.8492,2576.08, 0.5% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#899,SHRI GURUKRIPA TRADERS,Oct-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 304.80 ,2055,626364,0,0,626364,0,7589,0,618775,0,,304.8,580899.62,575090.6238,5808.9962,18196,12130,4500,0,0,615725.62, -   ," 5,75,091 ",51273.3762,8858.3762,3049.38, 0.5% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#1013,MUKESH TRADERS PRO MUKESH KUMAR SAHU,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 156.60 ,2070,324162,0,0,324162,0,3467,0,320695,0,,156.6,294109.02,291167.9298,2941.0902,9396,6264,9360,0,0,319129.02, -   ," 2,91,168 ",32994.0702,4507.0702,1565.98, 0.5% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#1014,RAHUL TRADING COMPANY,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 290.20 ,2065,599263,0,0,599263,0,7561,0,591702,0,,290.2,549628.8,544132.512,5496.288,17412,11608,10150,0,0,588798.8, -   ," 5,44,133 ",55130.488,8399.488,2903.20, 0.5% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#866,KALPANA TRADERS,Oct-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 210.80 ,2050,432140,0,0,432140,0,5097,0,427043,0,,210.8,400810.31,396802.2069,4008.1031,12584,8389,3150,0,0,424933.31, -   ," 3,96,802 ",35337.7931,6117.7931,2109.69, 0.5% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#872,AKASH TREDING COMPANY,Oct-21,"Q3, FY 22",Wheat,Wheat,Bihar,BENGANI ROLLER FLOUR MILLS (P) LTD.,Processors,Oct-21,"Q3, FY 22",West Bengal,West Bengal,,,,,,,,,,,, 294.60 ,2240,659904,0,0,659904,6599.04,2730,10021,640553.96,-0.7,,295.3,546305,540841.95,5463.05,17718,11812,75466,0,0,651301, -   ," 5,40,842 ",119062.05,11336.05,-10747.04, (1.6%),1,1,0,
44541,Dec-21,"Q3, FY 22",PO#1019,IZARDAR TRADERS,Dec-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 107.20 ,2070,221904,0,0,221904,0,5800,0,216104,0,,107.2,200462.45,198457.8255,2004.6245,6432,4288,3850,0,0,215032.45, -   ," 1,98,458 ",23446.1745,3076.1745,1071.55, 0.5% ,1,1,1,
44538,Dec-21,"Q3, FY 22",PO#838,AGRI JUNCTION KENDRA,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 250.10 ,2225,556472.5,0,0,556472.5,0,23492.16,0,532980.34,0.1,,250,488812.5,483924.375,4888.125,8662,13612,24500,0,0,535586.5, -   ," 4,83,924 ",72548.125,2281.965,-2606.16, (0.5%),1,1,0,
44544,Dec-21,"Q3, FY 22",PO#861,AGRI MART,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 459.80 ,1580,726484,0,0,726484,14529.68,0,0,711954.32,0.8,,459,612765,606637.35,6127.65,22950,18360,93000,0,0,747075, -   ," 6,06,637 ",119846.65,-14463.35,-35120.68, (4.8%),1,0,0,
44538,Dec-21,"Q3, FY 22",PO#886,HAR HAR MAHADEV KRISHI KENDRA,Nov-21,"Q3, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 307.20 ,1655,508416,0,0,508416,10168.32,9216,0,489031.68,-0.7,,307.9,389493.5,385598.565,3894.935,12316,18474,76975,0,0,497258.5, -   ," 3,85,599 ",122817.435,5836.435,-8226.82, (1.6%),1,1,0,
44537,Dec-21,"Q3, FY 22",PO#894,MAA SANTOSHI TRADING C.O,Oct-21,"Q3, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 233.50 ,1651,385508.5,0,0,385508.5,7710.17,6071,0,371727.33,0.3,,233.2,314820,311671.8,3148.2,9328,6996,58300,0,0,389444, -   ," 3,11,672 ",73836.7,-6858.3,-17716.67, (4.6%),1,0,0,
44540,Dec-21,"Q3, FY 22",PO#896,SHYAM BHANDAR,Oct-21,"Q3, FY 22",Wheat,Wheat,Bihar,BENGANI ROLLER FLOUR MILLS (P) LTD.,Processors,Oct-21,"Q3, FY 22",West Bengal,West Bengal,,,,,,,,,,,, 350.20 ,2215,775693,0,0,775693,7756.93,0,3300,764636.07,-1,,351.2,649720,643222.8,6497.2,21072,14048,87764,0,0,772604, -   ," 6,43,223 ",132470.2,9586.2,-7967.93, (1.0%),1,1,0,
44537,Dec-21,"Q3, FY 22",PO#897,PRINCE STORE,Dec-21,"Q3, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 300.20 ,1651.000014,495630.2041,0,0,495630.2041,9912.6,7805.2,0,477912.4041,0.15,,300.05,405067.5,401016.825,4050.675,12002,9001,75012,0,0,501082.5, -   ," 4,01,017 ",94613.37908,-9206.820918,-23170.10, (4.7%),1,0,0,
44540,Dec-21,"Q3, FY 22",PO#903,SAINATH TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 309.00 ,2113.105211,652949.5102,0,0,652949.5102,13319.5102,6513,0,633117,0,,309,591556.15,585640.5885,5915.5615,18447,12298,4635,0,0,626936.15, -   ," 5,85,641 ",67308.9217,25415.9217,6180.85, 0.9% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#911,AKASH TREDING COMPANY,Oct-21,"Q3, FY 22",Wheat,Wheat,Bihar,BENGANI ROLLER FLOUR MILLS (P) LTD.,Processors,Oct-21,"Q3, FY 22",West Bengal,West Bengal,,,,,,,,,,,, 297.00 ,2240,665280,0,0,665280,6652.8,0,0,658627.2,-0.55,,297.55,548979.75,543489.9525,5489.7975,17853,11902,75961,0,0,654695.75, -   ," 5,43,490 ",121790.0475,16074.0475,3931.45, 0.6% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#917,HERAMB RICE DAL MILL,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,PAHARIYA RICE MILL,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 274.50 ,3247,891301.5,0,0,891301.5,0,0,0,891301.5,0,,274.5,841342.5,832929.075,8413.425,16470,10980,13725,0,0,882517.5, -   ," 8,32,929 ",58372.425,17197.425,8784.00, 1.0% ,1,1,1,
44545,Dec-21,"Q3, FY 22",PO#918,HERAMB RICE DAL MILL,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,PAHARIYA RICE MILL,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 289.80 ,3247,940980.6,0,0,940980.6,0,0,0,940980.6,0,,289.8,895482,886527.18,8954.82,17388,11592,14490,0,0,938952, -   ," 8,86,527 ",54453.42,10983.42,2028.60, 0.2% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#889,KATARA TRADERS,Aug-21,"Q2, FY 22",Millet,Millet,Uttar Pradesh,ABIS EXPORTS INDIA PRIVATE LIMITED,Enterprise,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 869.80 ,1780.207312,1548424.32,-535.4,968003.2,580421.12,0,10956.48,-3694.36,573159,34.4,,300,481500,476685,4815,18000,9000,57000,0,0,565500," -86,000 "," 4,76,685 ",103736.12,8779.64,7659.00, 1.3% ,1,1,1,
44537,Dec-21,"Q3, FY 22",PO#891,NEW KRISHI KENDRA,Aug-21,"Q2, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 294.30 ,1650.999986,485889.2959,0,0,485889.2959,9717.79,7651.8,0,468519.7059,-1.9,,296.2,373212,369479.88,3732.12,17772,11848,74050,0,0,476882, -   ," 3,69,480 ",116409.4159,5087.615918,-8362.29, (1.7%),1,1,0,
44537,Dec-21,"Q3, FY 22",PO#919,NEW KRISHI KENDRA,Aug-21,"Q2, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 208.90 ,1650.99999,344893.898,0,0,344893.898,6897.88,0,0,337996.018,0,,208.9,263214,260581.86,2632.14,12534,8356,52225,0,0,336329, -   ," 2,60,582 ",84312.03796,11197.03796,1667.02, 0.5% ,1,1,1,
44537,Dec-21,"Q3, FY 22",PO#921,JAISWAL ENTERPRISES KENDRA USASAPUR,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 294.30 ,1655,487066.5,0,0,487066.5,9741.33,8829,0,468496.17,-1,,295.3,398655,394668.45,3986.55,11812,8859,73825,0,0,493151, -   ," 3,94,668 ",92398.05,-10926.95,-24654.83, (5.1%),1,0,0,
44540,Dec-21,"Q3, FY 22",PO#923,AKASH TREDING COMPANY,Oct-21,"Q3, FY 22",Wheat,Wheat,Bihar,BENGANI ROLLER FLOUR MILLS (P) LTD.,Processors,Oct-21,"Q3, FY 22",West Bengal,West Bengal,,,,,,,,,,,, 308.60 ,2215,683549,0,0,683549,6835.49,2104.25,26038.75,648570.51,-0.95,,309.55,571119.75,565408.5525,5711.1975,18573,12382,76601,0,0,678675.75, -   ," 5,65,409 ",118140.4475,8480.1975,-30105.24, (4.4%),1,1,0,
44537,Dec-21,"Q3, FY 22",PO#924,MAA VAISHNO TRADERS,Jun-21,"Q1, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 252.90 ,1650.999992,417537.898,0,0,417537.898,8350.76,6575.4,0,402611.738,-0.4,,253.3,336460.05,333095.4495,3364.6005,12601,10081,55100,0,0,414242.05, -   ," 3,33,095 ",84442.44846,85.04845918,-11630.31, (2.8%),1,1,0,
44534,Dec-21,"Q3, FY 22",PO#925,O B and Sons,Jul-21,"Q2, FY 22",Millet,Millet,Uttar Pradesh,Samunnati Agro Solutions Private Limited,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 406.90 ,1861.000011,757240.9045,0,0,757240.9045,12115.85,0,0,745125.0545,0,,406.9,672726.1,665998.839,6727.261,24170,12085,63070,0,0,772051.1, -   ," 6,65,999 ",91242.06547,-8082.934528,-26926.05, (3.6%),1,0,0,
44534,Dec-21,"Q3, FY 22",PO#928,AGRI MART,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,ANAND INDUSTRIES,Processors,Oct-21,"Q3, FY 22",Bihar,Bihar,,,,,,,,,,,, 613.10 ,1542.603164,945770,-307.1,491360,454410,0,0,0,454410,-1.1,,307.1,409978.5,405878.715,4099.785,15355,12284,50748,0,0,488365.5, -   ," 4,05,879 ",48531.285,-29855.715,-33955.50, (7.5%),1,0,0,
44536,Dec-21,"Q3, FY 22",PO#929,SHREE SHYAM KRIPA TRADERS,Oct-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,ASAM WHEAT PRODUCTS PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 177.70 ,2080,369616,0,0,369616,0,10644.37,1001.5,357970.13,0,,177.7,338873.9,335485.161,3388.739,8885,7108,10459,0,0,365325.9, -   ," 3,35,485 ",34130.839,-2965.531,-7355.77, (2.0%),1,0,0,
44537,Dec-21,"Q3, FY 22",PO#954,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 188.70 ,1651.000022,311543.7041,0,0,311543.7041,6230.87,4906.2,0,300406.6341,0.55,,188.15,237069,234698.31,2370.69,9407,7526,37630,0,0,291632, -   ," 2,34,698 ",76845.39408,17376.19408,8774.63, 2.8% ,1,1,1,
44536,Dec-21,"Q3, FY 22",PO#926,O B and Sons,Jul-21,"Q2, FY 22",Millet,Millet,Uttar Pradesh,SAMPOORNA FEEDS PRIVATE LIMITED,Enterprise,Dec-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 518.70 ,1860,964782,0,0,964782,0,0,0,964782,0,,518.7,857561.7,848986.083,8575.617,30811,15405,80398,0,0,984175.7, -   ," 8,48,986 ",115795.917,-10818.083,-19393.70, (2.0%),1,0,0,
44541,Dec-21,"Q3, FY 22",PO#927,P H TRADING COMPANY,Nov-21,"Q3, FY 22",Maize,Maize,Madhya Pradesh,NEW HANUMAN TRADING CO.,SME,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 308.10 ,1707,525926.7,0,0,525926.7,0,0,0,525926.7,0,,308.1,477555,472779.45,4775.55,18486,12324,15405,0,0,523770, -   ," 4,72,779 ",53147.25,6932.25,2156.70, 0.4% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#930,S.R AGRO INDUSTRIES,Dec-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,JAIN AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 250.15 ,3487,872273.05,0,0,872273.05,0,14645.4,0,857627.65,0,,250.15,757129.01,749557.7199,7571.2901,14757,9838,70000,0,0,851724.01, -   ," 7,49,558 ",122715.3301,13474.9301,5903.64, 0.7% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#931,S.R AGRO INDUSTRIES,Dec-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,JAIN AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 288.30 ,3278,945047.4,0,0,945047.4,0,16390,0,928657.4,0,,288.3,813455.75,805321.1925,8134.5575,16998,11332,80640,0,0,922425.75, -   ," 8,05,321 ",139726.2075,14366.2075,6231.65, 0.7% ,1,1,1,
44548,Dec-21,"Q3, FY 22",PO#932,HERAMB RICE DAL MILL,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,PAHARIYA RICE MILL,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 287.80 ,3182,915779.6,0,0,915779.6,0,0,0,915779.6,0,,287.8,863400,854766,8634,17268,11512,14390,0,0,906570, -   ," 8,54,766 ",61013.6,17843.6,9209.60, 1.0% ,1,1,1,
44548,Dec-21,"Q3, FY 22",PO#933,HERAMB RICE DAL MILL,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,PAHARIYA RICE MILL,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 293.50 ,3182,933917,0,0,933917,0,0,0,933917,0,,293.5,880500,871695,8805,17610,11740,14675,0,0,924525, -   ," 8,71,695 ",62222,18197,9392.00, 1.0% ,1,1,1,
44537,Dec-21,"Q3, FY 22",PO#934,SHYAM BHANDAR,Oct-21,"Q3, FY 22",Wheat,Wheat,Bihar,GOEL FLOUR MILLS LIMITED,Processors,Dec-21,"Q3, FY 22",Jharkhand,Jharkhand & Odisha,,,,,,,,,,,, 253.30 ,2045,517998.5,0,0,517998.5,0,5167.04,0,512831.46,-0.2,,253.5,466440,461775.6,4664.4,15210,10140,25350,0,0,517140, -   ," 4,61,776 ",56222.9,355.86,-4308.54, (0.8%),1,1,0,
44536,Dec-21,"Q3, FY 22",PO#935,ANNAPURNA TRADERS,Nov-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,TEEDA GELA ENTERPRISES,SME,Oct-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 60.20 ,1970,118594,0,0,118594,0,25,752,117817,0,,60.2,108962,107872.38,1089.62,3010,3010,3010,0,0,117992, -   ," 1,07,872 ",10721.62,1666.62,-175.00, (0.1%),1,1,0,
44536,Dec-21,"Q3, FY 22",PO#936,ANNAPURNA TRADERS,Nov-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,TEEDA GELA ENTERPRISES,SME,Oct-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 60.20 ,1970,118594,0,0,118594,0,0,1015,117579,0,,60.2,108962,107872.38,1089.62,3010,3010,3010,0,0,117992, -   ," 1,07,872 ",10721.62,1691.62,-413.00, (0.3%),1,1,0,
44536,Dec-21,"Q3, FY 22",PO#938,SHIV SHAKTI TRADERS,Aug-21,"Q2, FY 22",Millet,Millet,Uttar Pradesh,RIDANYA AGRO CARE,Processors,Dec-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 248.80 ,1820,452816,0,0,452816,0,728,0,452088,0,,248.8,391860,387941.4,3918.6,12440,9952,36200,0,0,450452, -   ," 3,87,941 ",64874.6,5554.6,1636.00, 0.4% ,1,1,1,
44537,Dec-21,"Q3, FY 22",PO#939,AKASH KHAD BHANDAR,Nov-21,"Q3, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 248.00 ,1651,409448,0,0,409448,8188.96,6448,0,394811.04,-1.05,,249.05,315048.25,311897.7675,3150.4825,14943,9962,61512,0,0,401465.25, -   ," 3,11,898 ",97550.2325,4685.2325,-6654.21, (1.6%),1,1,0,
44544,Dec-21,"Q3, FY 22",PO#940,NEW KRISHI KENDRA,Aug-21,"Q2, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 242.50 ,1580,383150,0,0,383150,7663,0,0,375487,0.85,,241.65,304479,301434.21,3044.79,14499,9666,64912,0,0,393556, -   ," 3,01,434 ",81715.79,-7361.21,-18069.00, (4.7%),1,0,0,
44544,Dec-21,"Q3, FY 22",PO#941,VIKAS TRADING COMPANY,Sep-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 255.40 ,1650.999992,421665.398,0,0,421665.398,8433.31,6640.4,0,406591.688,0,,255.4,324868.8,321620.112,3248.688,12770,10212,48526,0,0,396376.8, -   ," 3,21,620 ",100045.286,21896.88596,10214.89, 2.4% ,1,1,1,
44544,Dec-21,"Q3, FY 22",PO#942,SHUKLA BEEJ BHANDAR,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 244.30 ,1580,385994,0,0,385994,7719.88,0,0,378274.12,-0.35,,244.65,327831,324552.69,3278.31,12232,9786,51000,0,0,400849, -   ," 3,24,553 ",61441.31,-11576.69,-22574.88, (5.8%),1,0,0,
44536,Dec-21,"Q3, FY 22",PO#945,SHREE SHYAM KRIPA TRADERS,Oct-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,M/S SRI RAM ROLLER FLOUR MILLS(INDIA)PVT.LTD.,Processors,Dec-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 169.25 ,2060,348655,0,0,348655,0,9250.86,841.5,338562.64,0,,169.25,322759.75,319532.1525,3227.5975,8462,6770,10939,0,0,348930.75, -   ," 3,19,532 ",29122.8475,-6299.0125,-10368.11, (3.0%),1,0,0,
44536,Dec-21,"Q3, FY 22",PO#946,AAROHI ENTERPRISES,Nov-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,ASAM WHEAT PRODUCTS PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 258.80 ,2080,538304,0,0,538304,0,14797.32,1941.5,521565.18,0,,258.8,494308,489364.92,4943.08,12940,10352,14711,0,0,532311, -   ," 4,89,365 ",48939.08,-3861.24,-10745.82, (2.0%),1,0,0,
44538,Dec-21,"Q3, FY 22",PO#948,POONAM ENTERPRISES,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 185.95 ,2225,413738.75,0,0,413738.75,0,16149.06,0,397589.69,-0.55,,186.5,370203.2,366501.168,3702.032,10155,6462,18487,0,0,405307.2, -   ," 3,66,501 ",47237.582,-4015.478,-7717.51, (1.9%),1,0,0,
44536,Dec-21,"Q3, FY 22",PO#952,Shree Kuber ji Enterprises,Dec-21,"Q3, FY 22",PADDY,Paddy,Bihar,BAJARANG RICE MILL,Processors,Nov-21,"Q3, FY 22",Bihar,Bihar,,,,,,,,,,,, 55.80 ,1590,88722,0,0,88722,1774.44,0,5313,81634.56,0,,55.8,74678.26,73931.4774,746.7826,3348,2232,2790,0,0,83048.26, -   ," 73,931 ",14790.5226,6420.5226,-1413.70, (1.6%),1,1,0,
44536,Dec-21,"Q3, FY 22",PO#953,HARSH TRADER,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,ASAM WHEAT PRODUCTS PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 251.25 ,2080,522600,0,0,522600,0,14572.79,1871.5,506155.71,0,,251.25,479887.5,475088.625,4798.875,12512,10050,14717,0,0,517166.5, -   ," 4,75,089 ",47511.375,-4340.415,-11010.79, (2.1%),1,0,0,
44537,Dec-21,"Q3, FY 22",PO#955,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 185.10 ,1651.000011,305600.102,0,0,305600.102,6112,4812.6,0,294675.502,0.5,,184.6,232596,230270.04,2325.96,9230,7384,36920,0,0,286130, -   ," 2,30,270 ",75330.06204,16983.46204,8545.50, 2.8% ,1,1,1,
44537,Dec-21,"Q3, FY 22",PO#956,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 191.40 ,1650.999989,316001.398,0,0,316001.398,6320.03,4976.4,0,304704.968,-0.1,,191.5,241290,238877.1,2412.9,9575,7660,38300,0,0,296825, -   ," 2,38,877 ",77124.29796,16612.89796,7879.97, 2.5% ,1,1,1,
44538,Dec-21,"Q3, FY 22",PO#958,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 247.00 ,1651,407797,0,0,407797,8155.94,6422,0,393219.06,-1.45,,248.45,313047,309916.53,3130.47,12422,9938,49690,0,0,385097, -   ," 3,09,917 ",97880.47,19408.47,8122.06, 2.0% ,1,1,1,
